CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE
CHEMBL285916	45101	CHEMBL285916	45101		41	312.8	3.06	63.83	0	NCCCNc1nc(cc2ncccc12)c3cccc(Cl)c3	12108610	IC50	=	260	nM	6.59				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL2069359	1359497	CHEMBL2069359	1359497		19k	496.52	-.37	145.26	0	OC(=O)c1ccc(cc1)C(=O)Nc2cc(Nc3cnccn3)nc(c2)c4ccnc(c4)N5CCNCC5	10984703	IC50	=	8	nM	8.1				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL261454	428708	CHEMBL261454	428708		14	272.3	3.2	54.46	0	c1ccc(nc1)c2n[nH]cc2c3ccnc4ccccc34	2597863	Activity					Not Evaluated			538083	CHEMBL1024905	B	Binding affinity to human SYK at 10 uM relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44776	CHEMBL1151712	19035792	J. Med. Chem.	2008	51	24	7898
CHEMBL431645	172657	CHEMBL431645	172657		22	454.5	1.34	154.88	0	COc1ccc2c(c1)c(\C=C\3/C(=O)Nc4ccc(cc34)S(=O)(=O)N)cn2CCCC(=O)N	12108628	IC50	=	12	nM	7.92				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL2170582	1430067	CHEMBL2170582	1430067		85, R343	474.39	3.45	126.5	0	CNC(=O)COc1cccc(Nc2ncc(F)c(Nc3ccc4OC(F)(F)C(=O)Nc4c3)n2)c1	12108552	EC50	=	27	nM	7.57				861793	CHEMBL2173386	B	Inhibition of SYK in cultured human mesangial cells assessed as reduction in tryptase release	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL2069340	1359478	CHEMBL2069340	1359478		4e	304.39	4.02	63.83	0	Cc1ccnc(Nc2cccc(n2)c3cccc(CCN)c3)c1	10984680	IC50	=	160	nM	6.8				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL30873	44417	CHEMBL30873	44417		49	320.43	3.59	63.83	0	CC(C)c1ccc(cc1)c2cc3ncccc3c(NCCCN)n2	12108602	IC50	=	90	nM	7.05				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL151	47209	CHEMBL151	47209	LUTEOLIN	14	286.24	2.17	107.22	0	Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3	12108582	EC50	=	4500	nM	5.35				861808	CHEMBL2173401	B	Inhibition of SYK in human mast cells assessed as reduction in mast cell degranulation	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL475251	460144	CHEMBL475251	460144		3, R406	470.45	3.88	128.75	0	COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC	12108535	EC50	=	10	nM	8				861822	CHEMBL2173415	B	Inhibition of SYK in OVA-challenged and IgE-sensitized cells assessed as reduction in IL2 release	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL475251	460144	CHEMBL475251	460144		3, R406	470.45	3.88	128.75	0	COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC	12108644	IC50	=	41	nM	7.39				861816	CHEMBL2173409	B	Inhibition of SYK in human mast cell cultures assessed as reduction in Anti-IgG-stimulated FcgammaR-mediated leukotriene LTC4 production by fluorescence polarization assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL465464	473229	CHEMBL465464	473229		10s	496.54	2.44	158.32	0	COc1cc(Nc2nc(NCc3ccc(cc3)S(=O)(=O)C)n4ccnc4c2C(=O)N)cc(OC)c1	2592616	IC50	=	11300	nM	4.95				560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL475251	460144	CHEMBL475251	460144		3, R406	470.45	3.88	128.75	0	COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC	12108640	Ki	=	30	nM	7.52				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL551079	562837	CHEMBL551079	562837		36	514.59	4.98	119.12	1	C[C@H](Oc1cc(sc1C(=O)N)c2cnc3ccccn23)c4ccc(CNC(C)(C)C)cc4OC(F)F	2721729	Inhibition	<	50	%					585045	CHEMBL1053574	B	Inhibition of Syk at 1 uM	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			48256	CHEMBL1154027	19589677	Bioorg. Med. Chem. Lett.	2009	19	16	4673
CHEMBL179242	298049	CHEMBL179242	298049		401	281.31	1.25	45.14	0	O=C1C=C(N=C2N1C=Cc3ccccc23)N4CCOCC4	2182836	Inhibition	=	14	%					506474	CHEMBL941462	B	Inhibition of SYK at 5 uM	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			42517	CHEMBL1156476	17562705	J. Biol. Chem.	2007	282	33	24463
CHEMBL479617	472944	CHEMBL479617	472944		9	359.4	2.06	129.07	0	COc1cc(Nc2nc(SC)n3ccnc3c2C(=O)N)cc(OC)c1	2592597	IC50	>	10000	nM					560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL30548	43977	CHEMBL30548	43977		47	335.45	2.91	58.28	0	CN(C)c1ccc(cc1)c2cc3ncccc3c(n2)N(C)CCCN	12108604	IC50	=	72	nM	7.14				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL104813	173376	CHEMBL104813	173376		26	348.35	2.84	80.56	0	COc1ccc2c(c1)c(\C=C\3/C(=O)Nc4ccc(cc34)C(=O)O)cn2C	12108626	IC50	=	273	nM	6.56				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL520945	473026	CHEMBL520945	473026		10e	432.48	3.27	107.01	0	COc1cc(Nc2nc(N(C)Cc3ccccc3)n4ccnc4c2C(=O)N)cc(OC)c1	2592602	IC50	=	13400	nM	4.87				560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL28	1564	CHEMBL28	1564	APIGENIN	15	270.24	2.41	86.99	0	Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2	12108635	IC50	=	4200	nM	5.38				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL30774	44143	CHEMBL30774	44143		30	265.31	3.14	47.04	0	CNc1nc(cc2ncccc12)c3ccc(OC)cc3	12108621	IC50	=	490	nM	6.31				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL515271	459205	CHEMBL515271	459205		84, R112	312.3	3.93	90.3	0	Oc1cccc(Nc2ncc(F)c(Nc3cccc(O)c3)n2)c1	12108596	EC50	=	280	nM	6.55				861829	CHEMBL2173422	B	Inhibition of SYK in human basophils assessed as reduction in anti-IgE-stimulated histamine release	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL31574	42756	CHEMBL31574	42756	FISETIN	17	286.24	1.87	107.22	0	OC1=C(Oc2cc(O)ccc2C1=O)c3ccc(O)c(O)c3	12108579	EC50	=	19000	nM	4.72				861808	CHEMBL2173401	B	Inhibition of SYK in human mast cells assessed as reduction in mast cell degranulation	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL513915	490211	CHEMBL513915	490211		13a	502.57	3.61	154.71	1	COc1cc(Nc2nc(N[C@H]3CCCC[C@H]3N)n4c(nnc4c2C(=O)N)c5ccccc5)cc(OC)c1	2575675	IC50	=	15200	nM	4.82				490569	CHEMBL981176	B	Inhibition of human Syk	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			43944	CHEMBL1155791	18585046	Bioorg. Med. Chem.	2008	16	15	7347
CHEMBL2069358	1359496	CHEMBL2069358	1359496		19j	467.53	1.59	120.85	0	O=C(Cc1cccnc1)Nc2cc(Nc3cnccn3)nc(c2)c4ccnc(c4)N5CCNCC5	10984702	IC50	=	4	nM	8.4				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL1229525	691875	CHEMBL1229525	691875		5	362.42	2.73	82.94	0	Cn1cc(c2cc3cccnc3[nH]2)c4cc(ccc14)C(=O)NC(C)(C)CO	12108642	IC50	=	570	nM	6.24				861816	CHEMBL2173409	B	Inhibition of SYK in human mast cell cultures assessed as reduction in Anti-IgG-stimulated FcgammaR-mediated leukotriene LTC4 production by fluorescence polarization assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL465462	473227	CHEMBL465462	473227		10q	458.47	2.62	144.47	0	COc1cc(Nc2nc(NCc3nc4ccccc4[nH]3)n5ccnc5c2C(=O)N)cc(OC)c1	2592614	IC50	=	9800	nM	5.01				560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL519448	473301	CHEMBL519448	473301		12	461.47	1.92	158.89	0	COc1cc(Nc2nc(NCc3ccc(cc3)C(=O)N)n4ccnc4c2C(=O)N)cc(OC)c1	2592619	IC50	=	8700	nM	5.06				560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL30240	44335	CHEMBL30240	44335		39	312.8	3.06	63.83	0	NCCCNc1nc(cc2ncccc12)c3ccc(Cl)cc3	12108612	IC50	=	1200	nM	5.92				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL2069353	1359491	CHEMBL2069353	1359491		19e	501.58	.93	128.27	1	CC(=O)N1CCC(CC1)C(=O)Nc2cc(Nc3cnccn3)nc(c2)c4ccnc(c4)N5CCNCC5	10984697	IC50	=	5	nM	8.3				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL2170583	1430068	CHEMBL2170583	1430068		86	368.4	5.08	68.3	1	CCOc1ccc(Nc2ncc(F)c(Nc3ccc(OCC)cc3)n2)cc1	12108560	EC50	=	1670	nM	5.78				861801	CHEMBL2173394	B	Inhibition of SYK assessed as reduction in anti-IgE-mediated tryptase release by cell based assay	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL450519	513073	CHEMBL450519	513073		17	309.37	1.39	88.99	0	Nc1ncnc2c1c(cn2C3CCNCC3)c4cccc(O)c4	2594048	Activity					Not Evaluated			538083	CHEMBL1024905	B	Binding affinity to human SYK at 10 uM relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44776	CHEMBL1151712	19035792	J. Med. Chem.	2008	51	24	7898
CHEMBL408019	429224	CHEMBL408019	429224		13	294.31	2.64	90.9	0	Oc1cccc(c1)c2ccc3c(NC(=O)C4CC4)n[nH]c3n2	2597660	Activity	=	16.8	%					538083	CHEMBL1024905	B	Binding affinity to human SYK at 10 uM relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44776	CHEMBL1151712	19035792	J. Med. Chem.	2008	51	24	7898
CHEMBL1190711	664661	CHEMBL1190711	664661		2, BAY-613606	390.4	2.32	116.66	0	COc1ccc(cc1OC)c2cc3nccn3c(Nc4ncccc4C(=O)N)n2	12108570	EC50	=	12	nM	7.92				861805	CHEMBL2173398	B	Inhibition of SYK in peripheral blood monocytes assessed as reduction FcgammaR-mediated superoxide production	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL1235110	697460	CHEMBL1235110	697460		4, YM-193306, 83, PRT-060318	340.42	2.56	118.95	0	Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)ncc2C(=O)N)c1	12108643	IC50	=	5	nM	8.3				861816	CHEMBL2173409	B	Inhibition of SYK in human mast cell cultures assessed as reduction in Anti-IgG-stimulated FcgammaR-mediated leukotriene LTC4 production by fluorescence polarization assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL28626	42426	CHEMBL28626	42426	MORIN	19	302.24	1.63	127.45	0	OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O	12108631	IC50	=	28000	nM	4.55				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL28626	42426	CHEMBL28626	42426	MORIN	19	302.24	1.63	127.45	0	OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O	12108577	EC50	>	300000	nM			Outside typical range		861808	CHEMBL2173401	B	Inhibition of SYK in human mast cells assessed as reduction in mast cell degranulation	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL2323630	1517790	CHEMBL2323630	1517790		1-55	521.55	3.57	179.93	2	COc1ccc(Nc2nc(nc3scnc23)N4CCC(C4)C(=O)Nc5ccc(cc5)C(=O)O)nc1OC	12659812	IC50	=	6152	nM	5.21				938404	CHEMBL2329347	B	Inhibition of human Gst-tagged Syk expressed in sf9 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			72043	CHEMBL2321787		ACS Med. Chem. Lett.	2013	4	1	18
CHEMBL1190711	664661	CHEMBL1190711	664661		2, BAY-613606	390.4	2.32	116.66	0	COc1ccc(cc1OC)c2cc3nccn3c(Nc4ncccc4C(=O)N)n2	12108571	EC50	=	52	nM	7.28				861806	CHEMBL2173399	B	Inhibition of SYK in human U937 cells assessed as reduction FcgammaR-mediated superoxide production	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL520608	472948	CHEMBL520608	472948		10d	418.45	2.91	115.8	0	COc1cc(Nc2nc(NCc3ccccc3)n4ccnc4c2C(=O)N)cc(OC)c1	2592601	IC50	=	4300	nM	5.37				560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL164	102920	CHEMBL164	102920	MYRICETIN	18	318.24	1.39	147.68	1	OC1=C(Oc2cc(O)cc(O)c2C1=O)c3cc(O)c(O)c(O)c3	12108632	IC50	=	6400	nM	5.19				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL31574	42756	CHEMBL31574	42756	FISETIN	17	286.24	1.87	107.22	0	OC1=C(Oc2cc(O)ccc2C1=O)c3ccc(O)c(O)c3	12108633	IC50	=	15000	nM	4.82				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL2069350	1359488	CHEMBL2069350	1359488		19b	362.43	1.73	90.89	0	CNc1cc(Nc2cnccn2)nc(c1)c3ccnc(c3)N4CCNCC4	10984694	IC50	=	4	nM	8.4				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL30355	44059	CHEMBL30355	44059		51	336.43	3.43	61.28	0	CN(C)c1ccc(cc1)c2cc3ncccc3c(NCCCCO)n2	12108600	IC50	=	200	nM	6.7				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL515271	459205	CHEMBL515271	459205		84, R112	312.3	3.93	90.3	0	Oc1cccc(Nc2ncc(F)c(Nc3cccc(O)c3)n2)c1	12108559	EC50	=	490	nM	6.31				861800	CHEMBL2173393	B	Inhibition of SYK assessed as reduction in dust mite-induced histamine release by cell based assay	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL30826	44124	CHEMBL30826	44124		35	307.39	2.49	67.07	0	CN(C)c1ccc(cc1)c2cc3ncccc3c(NCCN)n2	12108616	IC50	=	190	nM	6.72				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL476741	490143	CHEMBL476741	490143		10b	400.43	1.14	154.71	0	COc1cc(Nc2nc(NCC(C)(C)N)n3cnnc3c2C(=O)N)cc(OC)c1	2575679	IC50	=	150	nM	6.82				490569	CHEMBL981176	B	Inhibition of human Syk	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			43944	CHEMBL1155791	18585046	Bioorg. Med. Chem.	2008	16	15	7347
CHEMBL2069356	1359494	CHEMBL2069356	1359494		19h	454.49	.93	133.74	0	O=C(Nc1cc(Nc2cnccn2)nc(c1)c3ccnc(c3)N4CCNCC4)c5cncnc5	10984700	IC50	=	9	nM	8.05				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL104279	172693	CHEMBL104279	172693		21	353.4	1.94	102.57	0	Cn1cc(\C=C\2/C(=O)Nc3ccc(cc23)S(=O)(=O)N)c4ccccc14	12108629	IC50	=	14	nM	7.85				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL84558	137652	CHEMBL84558	137652		16a	263.31	2.8	80.7	0	CCCOc1ccc(\C=C\2/SC(=O)NC2=O)cc1	2248300	Inhibition	=	-3	%					558300	CHEMBL957364	B	Inhibition of SYK at 5 uM	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			45066	CHEMBL1139352	19072652	J. Med. Chem.	2009	52	1	74
